alpha,Scientific_name,english_name
UVT,Scarus vetula,Queen parrotfish
USF,Scarus forsteni,Forsten's parrotfish
USS,Scarus iserti,Striped parrotfish
USN,Scarus taeniopterus,Princess parrotfish
USW,Scarus persicus,Gulf parrotfish
USZ,Scarus frenatus,Bridled parrotfish
USY,Scarus ghobban,Blue-barred parrotfish
UVN,Scarus niger,Dusky parrotfish
USX,Scarus spp,
LOV,Leptoscarus vaigiensis,Marbled parrotfish
OUR,Cryptotomus roseus,Bluelip parrotfish
HJH,Hipposcarus harid,Candelamoa parrotfish
USR,Cetoscarus bicolor,Bicolour parrotfish
BMK,Bolbometopon muricatum,Green humphead parrotfish
PWT,Scaridae,Parrotfishes nei
AHZ,Apolemichthys guezei,Reunion angelfish
ENN,Centropyge acanthops,Orangeback angelfish
ENO,Centropyge joculator,Yellowhead angelfish
ENZ,Centropyge multispinis,Dusky angelfish
HBL,Chaetodontoplus ballinae,Ballina angelfish
GEB,Genicanthus bellus,Ornate angelfish
GEI,Genicanthus spinus,Pitcairn angelfish
HLK,Holacanthus clarionensis,Clarion angelfish
ENT,Paracentropyge multifasciatus,Barred angelfish
OAN,Pomacanthus annularis,Bluering angelfish
OAI,Pomacanthus imperator,Emperor angelfish
OAV,Pomacanthus asfur,Arabian angelfish
OAZ,Pomacanthus maculosus,Yellowbar angelfish
YGD,Pygoplites diacanthus,Regal angelfish
UYV,Sumireyakko venustus,Purplemask angelfish
ANW,Pomacanthidae,Angelfishes nei
ACW,Amblycirrhitus earnshawi,
IRA,Cirrhitichthys aprinus,Spotted hawkfish
IRX,Cirrhitichthys oxycephalus,Coral hawkfish
IRF,Cirrhitops fasciatus,Redbarred hawkfish
IRV,Cirrhitus rivulatus,Giant hawkfish
YPO,Cyprinocirrhites polyactis,Swallowtail hawkfish
ISX,Isocirrhitus sexfasciatus,Sixband hawkfish
NCR,Neocirrhites armatus,Flame hawkfish
OXU,Oxycirrhites typus,Longnose hawkfish
RTC,Paracirrhites arcatus,Arc-eye hawkfish
RCI,Paracirrhites forsteri,Blackside hawkfish
HIG,Chironemus georgianus,Tasseled kelpfish
HRM,Threpterius maculosus,Silver spot
LDJ,Aplodactylus etheridgii,Notchheaded marblefish
TLD,Acantholatris monodactylus,St. Paul's fingerfin
YLN,Dactylophora nigricans,Dusky morwong
CTA,Cheilodactylus bergi,Castaneta
HAW,Cheilodactylus variegatus,Peruvian morwong
EIS,Cheilodactylus spectabilis,Red moki
EII,Cheilodactylus vittatus,Hawaiian morwong
EIZ,Cheilodactylus zebra,Redlip morwong
EIN,Cheilodactylus zonatus,Spottedtail morwong
EJZ,Cheilodactylus nigripes,Magpie perch
CDD,Nemadactylus douglasii,Porae
TAK,Nemadactylus macropterus,Tarakihi
MOW,Nemadactylus spp,Morwongs
IRB,Chirodactylus brachydactylus,Two-tone fingerfin
IRG,Chirodactylus grandis,Bank steenbras
IRJ,Chirodactylus jessicalenorum,Natal fingerfin
MEI,Mendosoma lineatum,Telescope fish
LRL,Latris lineata,Striped trumpeter
BMO,Latridopsis ciliaris,Blue moki
TRU,Latridae,Trumpeters nei
SXA,Stalix histrio,
OIU,Opistognathus aurifrons,Yellowhead jawfish
LNH,Lonchopisthus higmani,
OXD,Ostracoberyx dorygenys,
GML,Gramma loreto,Royal gramma
LGF,Lipogramma flavescens,Yellow basslet
ODS,Polydactylus plebeius,Striped threadfin
OLX,Polydactylus sexfilis,Sixfinger threadfin
OYO,Polydactylus approximans,Blue bobo
ODP,Polydactylus opercularis,Yellow bobo
OAX,Polydactylus sextarius,Blackspot threadfin
TGA,Polydactylus quadrifilis,Giant African threadfin
QRZ,Polydactylus bifurcus,Slender fivefinger threadfin
QSF,Polydactylus longipes,Long-limb threadfin
QSH,Polydactylus macrochir,King threadfin
QSJ,Polydactylus macrophthalmus,River threadfin
QSK,Polydactylus malagasyensis,African blackspot threadfin
QSQ,Polydactylus microstomus,Smallmouth threadfin
QSW,Polydactylus mullani,Arabian blackspot threadfin
QSY,Polydactylus multiradiatus,Australian threadfin
QSZ,Polydactylus nigripinnis,Blackfin threadfin
QTB,Polydactylus octonemus,Atlantic threadfin
QTC,Polydactylus oligodon,Littlescale threadfin
QTD,Polydactylus persicus,Persian blackspot threadfin
QTF,Polydactylus siamensis,Largemouth striped threadfin
QTG,Polydactylus virginicus,Barbu
FOT,Eleutheronema tetradactylum,Fourfinger threadfin
EHT,Eleutheronema tridactylum,Threefinger threadfin
QRQ,Eleutheronema rhadinum,E. Asian fourfinger threadfin
GAL,Galeoides decadactylus,Lesser African threadfin
PET,Pentanemus quinquarius,Royal threadfin
ONU,Polynemus paradiseus,Paradise threadfin
QTJ,Polynemus aquilonaris,Northern paradise fish
QTK,Polynemus dubius,Eastern paradise fish
QTM,Polynemus hornadayi,Hornaday’s paradise fish
QTR,Polynemus melanochir ,Blackhand paradise fish
QTS,Polynemus multifilis,Elegant paradise fish
QTW,Polynemus kapuasensis,Kapuas elegant paradise fish
QTX,Polynemus spp,
OYD,Leptomelanosoma indicum,Indian threadfin
QRY,Parapolynemus verekeri,Dwarf paradise fish
FIH,Filimanus heptadactyla,Sevenfinger threadfin
QRR,Filimanus hexanema,Javanese threadfin
QRS,Filimanus perplexa,Splendid threadfin
QRT,Filimanus sealei,Eightfinger threadfin
QRU,Filimanus similis,Indian sevenfinger threadfin
QRW,Filimanus xanthonema,Yellowthread threadfin
THF,Polynemidae,"Threadfins, tasselfishes nei"
YMY,Symphysanodon berryi,Slope bass
NGG,Notograptus guttatus,
PJT,Parascorpis typus,
ETG,Centrogenys vaigiensis,False scorpionfish
IUA,Coius campbelli,
DLW,Dinolestes lewini,
PGR,Pogonophryne permitini,Plunderfish
PGM,Pogonophryne marmorata,Marbled plunderfish
PFW,Pogonophryne dewitti,
BVK,Pogonophryne barsukovi,
DLG,Pogonophryne dolichobranchiata,
PZJ,Pogonophryne phyllopogon,
SZT,Pogonophryne scotti,
YJP,Pogonophryne macropogon,
YJB,Pogonophryne albipinna,
YJC,Pogonophryne cerebropogon,
YJI,Pogonophryne immaculata,
YJO,Pogonophryne lanceobarbata,
YJM,Pogonophryne mentella,
YJV,Pogonophryne ventrimaculata,
POG,Pogonophryne spp,
AZT,Artedidraco mirus,
ADK,Artedidraco skottsbergi,
ADZ,Artedidraco glareobarbatus,
AWN,Artedidraco loennbergi,
AWO,Artedidraco orianae,
AWS,Artedidraco shackletoni,
ART,Artedidraco spp,
DLL,Dolloidraco longedorsalis,
HIV,Histiodraco velifer,
PLF,Artedidraconidae,Barbeled plunderfishes nei
LAJ,Callanthias japonicus,
GMC,Grammatonotus crosnieri,Long-tailed groppo
ENH,Centrarchops chapini,Barred seabass
DNP,Dinoperca petersi,Lampfish
BVE,Bovichtus elongatus,
PFP,Pseudaphritis porosus,
BVG,Cottoperca gobio,Channel bull blenny
AEM,Aethotaxis mitopteryx,Longfin icedevil
YOQ,Cryothenia peninsulae,Pithead
GZV,Gvozdarus svetovidovi,Naked-head toothfish
BLP,Eleginops maclovinus,Patagonian blennie
TOA,Dissostichus mawsoni,Antarctic toothfish
TOP,Dissostichus eleginoides,Patagonian toothfish
TOT,Dissostichus spp,Antarctic toothfishes nei
NOR,Notothenia rossii,Marbled rockcod
NOG,Notothenia gibberifrons,Humped rockcod
NON,Notothenia neglecta,Yellowbelly rockcod
NOS,Notothenia squamifrons,Grey rockcod
NOC,Notothenia coriiceps,Black rockcod
NOK,Notothenia kempi,Striped-eyed rockcod
NOA,Notothenia acuta,Triangular rockcod
NOF,Notothenia angustifrons,Narrowhead rockcod
NYH,Notothenia cyanobrancha,Blue rockcod
NYM,Notothenia marionensis,Lobe-lip notothen
NOM,Paranotothenia magellanica,Magellanic rockcod
NHG,Paranotothenia angustata,Maori chief
NHJ,Paranotothenia microlepidota,Black cod
NHQ,Paranotothenia dewitti,
NOL,Nototheniops larseni,Painted notie
NOD,Nototheniops nudifrons,Yellowfin notie
NOZ,Nototheniops mizops,Toad notie
NNY,Nototheniops nybelini,
NOT,Patagonotothen brevicauda,Patagonian rockcod
PAT,Patagonotothen ramsayi,Longtail Southern cod
GTT,Patagonotothen tessellata,
GHP,Patagonotothen guntheri,Yellowfin notothen
TRL,Trematomus eulepidotus,Blunt scalyhead
ERN,Trematomus bernacchii,Emerald rockcod
PTC,Trematomus pennellii,Sharp-spined notothenia
TRD,Trematomus lepidorhinus,Slender scalyhead
TLO,Trematomus loennbergii,Scaly rockcod
TRW,Trematomus newnesi,Dusky rockcod
TRN,Trematomus nicolai,Spotted notothen
TRM,Trematomus scotti,Crowned rockcod
TTK,Trematomus tokarevi,Bigeye notothen
TMW,Trematomus vicarius,Orange notothen
TRT,Trematomus spp,Antarctic rockcods nei
TRH,Pagothenia hansoni,Striped rockcod
GTO,Pagothenia borchgrevinki,Bald notothen
PAB,Pagothenia brachysoma,Stocky rockcod
PGT,Pagothenia spp,
ANS,Pleuragramma antarcticum,Antarctic silverfish
NOX,Nototheniidae,"Antarctic rockcods, noties nei"
AKN,Akarotaxis nudiceps,
BDN,Bathydraco antarcticus,
BDJ,Bathydraco marri,Deep-water dragon
BDH,Bathydraco macrolepis,
BFD,Bathydraco scotiae,
MDR,Cygnodraco mawsoni,Mawson's dragonfish
GEA,Gerlachea australis,
GDR,Gymnodraco acuticeps,Ploughfish
PEV,Prionodraco evansii,
PSR,Psilodraco breviceps,
DWA,Acanthodraco dewitti,
VOI,Vomeridens infuscipinnis,
PGE,Parachaenichthys georgianus,
PCH,Parachaenichthys charcoti,
PWH,Parachaenichthys spp,
RGG,Racovitzia glacialis,
BQY,Bathydraconidae,Dragonfishes nei
CHW,Chionobathyscus dewitti,
FIC,Cryodraco antarcticus,Long-fingered icefish
ICK,Cryodraco atkinsoni,
YDB,Cryodraco spp,
DAH,Dacodraco hunteri,
JIC,Neopagetopsis ionah,Jonah's icefish
PMA,Pagetopsis macropterus,
PZS,Pagetopsis maculatus,
PZK,Pagetopsis spp,
SSI,Chaenocephalus aceratus,Blackfin icefish
ANI,Champsocephalus gunnari,Mackerel icefish
CES,Champsocephalus esox,Pike icefish
SGI,Pseudochaenichthys georgianus,South Georgia icefish
KIF,Chionodraco rastrospinosus,Ocellated icefish
TIC,Chionodraco hamatus,
MIC,Chionodraco myersi,Myers' icefish
LIC,Channichthys rhinoceratus,Unicorn icefish
WIC,Chaenodraco wilsoni,Spiny icefish
ICX,Channichthyidae,Icefishes nei
DEB,Denariusa bandata,Pennyfish
GCF,Gymnochanda filamentosa,
DXP,Paradoxodacna piratica,
BSY,Parambassis altipinnis,High-finned glass perchlet
TMJ,Tetracentrum apogonoides,Four-spined glass perchlet
MBG,Ambassis gymnocephalus,Bald glassy
MBJ,Ambassis jacksoniensis,
MBN,Ambassis natalensis,Slender glassy
MSE,Ambassis commersoni,
MBR,Ambassis productus,Longspine glassy
HNN,Chanda nama,Elongate glass-perchlet
AIB,Ambassidae,Glassfishes
BFC,Brephostoma carpenteri,
FLB,Florenciella lugubris,
IIC,Microichthys coccoi,
OBU,Rosenblattia robusta,
FYB,Sphyraenops bairdianus,
EPI,Epigonus telescopus,Black cardinal fish
EGD,Epigonus denticulatus,Pencil cardinal
EGC,Epigonus constanciae,
EGR,Epigonus robustus,Robust cardinalfish
CDL,Epigonus spp,Cardinal fishes nei
HGI,Harpagifer bispinis,Magellan plunderfish
HGW,Harpagifer antarcticus,Antarctic spiny plunderfish
HBG,Harpagifer georgianus,S. Georgia spiny plunderfish
HFX,Harpagiferidae,Spiny plunderfishes nei
LLE,Leptobrama muelleri,Beachsalmon
PRC,Percoidei,Percoids nei
CAA,Anarhichas lupus,Atlantic wolffish
CAB,Anarhichas denticulatus,Northern wolffish
CAS,Anarhichas minor,Spotted wolffish
CAT,Anarhichas spp,Wolffishes(=Catfishes) nei
NAC,Anarrhichthys ocellatus,Wolf-eel
BMF,Bathymaster caeruleofasciatus,Alaskan ronquil
RLY,Rathbunella hypoplecta,Stripefin ronquil
RQJ,Ronquilus jordani,Northern ronquil
AKM,Acantholumpenus mackayi,Pighead prickleback
LTU,Alectrias alectrolophus,Stone cockscomb
RIU,Alectridium aurantiacum,Lesser prickleback
LMH,Allolumpenus hypochromus,Y-prickleback
AIR,Anisarchus macrops,
NPU,Anoplarchus purpurescens,High cockscomb
AKV,Askoldia variegata,
BZJ,Bryozoichthys marjorius,Pearly prickleback
CVI,Cebidichthys violaceus,Monkeyface prickleback
HIN,Chirolophis nugator,Mosshead warbonnet
DCE,Dictyosoma burgeri,
EGH,Ernogrammus hexagrammus,
ELW,Eulophias owashii,
EMR,Eumesogrammus praecisus,Fourline snakeblenny
GMI,Gymnoclinus cristulatus,Trident prickleback
LMR,Lumpenella longirostris,Longsnout prickleback
LMV,Lumpenopsis pavlenkoi,
LMJ,Lumpenus fabricii,Slender eelblenny
NLU,Neolumpenus unocellatus,
NZN,Neozoarces steindachneri,
OID,Opisthocentrus dybowskii,
PIK,Phytichthys chirus,Ribbon prickleback
PVD,Plectobranchus evides,Bluebarred prickleback
OCR,Poroclinus rothrocki,Whitebarred prickleback
SXL,Stichaeopsis epallax,
TIN,Stichaeopsis nana,
TIW,Stichaeus grigorjewi,
UVS,Ulvaria subbifurcata,Radiated shanny
XFA,Xiphister atropurpureus,Black prickleback
ZOG,Zoarchias glaber,
OFV,Apodichthys flavidus,Penpoint gunnel
RYD,Rhodymenichthys dolichogaster,Stippled gunnel
UVA,Ulvicola sanctaerosae,Kelp gunnel
XPF,Xererpes fucorum,Rockweed gunnel
EDN,Enedrias nebulosus,Tidepool gunnel
FGN,Pholis gunnellus,Rock gunnel
PJG,Ptilichthys goodei,Quillfish
AKZ,Aiakas zinorum,
AVP,Andriashevia aptera,
ELP,Zoarces viviparus,Eelpout
AYZ,Austrolycus depressiceps,
BIN,Bilabria ornata,
BCF,Bothrocarina microcephala,
CFA,Crossostomus fasciatus,
DAJ,Dadyanos insignis,
DJA,Davidijordania abei,
DEE,Derepodichthys alepidotus,Cuskpout
OPT,Macrozoarces americanus,Ocean pout
DYE,Dieidolycus leptodermatus,
EUK,Eucryphycus californicus,Persimmon eelpout
EXD,Exechodontes daidaleus,
GYK,Gymnelopsis brashnikovi,
HDI,Hadropareia middendorffii,
HDL,Hadropogonichthys lindbergi,
ILB,Iluocoetes fimbriatus,
KRU,Krusensterniella maculata,
LEL,Letholycus magellanicus,
LCG,Lycodonus flagellicauda,
LCD,Lycodes adolfi,
LCT,Lycodes reticulatus,Arctic eelpout
ELZ,Lycodes spp,Eelpouts
LYV,Lycenchelys brevimaxillaris,
YCV,Lycenchelys verrillii,Wolf eelpout
LWY,Lycenchelys antarctica,
LWB,Lycenchelys bellingshauseni,
LZY,Lycenchelys spp,
GHE,Gymnelus hemifasciatus,Halfbarred pout
BOL,Bothrocara alalongum,
LYK,Lycodapus derjugini,
LYZ,Lycodapus antarcticus,
LVP,Lycodapus pachysoma,Stout slipskin
LXY,Lycodapus spp,
LCJ,Lycogrammoides schmidti,
LNA,Lyconema barbatum,Bearded eelpout
LZG,Lycozoarces regani,
LCN,Lycodichthys antarcticus,
LZB,Lycodichthys dearborni,
TZL,Taranetzella lyoderma,Looseskin eelpout
MNU,Maynea puncta,
MTC,Melanostigma atlanticum,Atlantic soft pout
MWG,Melanostigma gelatinosum,Limp eelpout
MEL,Melanostigma spp,
NBE,Nalbantichthys elongatus,
NLS,Notolycodes schmidti,
OIB,Oidiphorus brevis,
OPG,Opaeophacus acrogeneius,
LYA,Ophthalmolycus amberensis,
OHF,Ophthalmolycus bothriocephalus,
OHZ,Ophthalmolycus spp,
PHB,Pachycara brachycephalum,
PWR,Pachycara spp,
HUL,Phucocoetes latitans,
DUR,Piedrabuenia ringueleti,
LSH,Plesienchelys stehmanni,
GOE,Pogonolycus elegans,
PZG,Puzanovia virgata,
EYF,Seleniolycus laevifasciatus,
TES,Thermarces cerberus,
LVD,Zoarcidae,Eelpouts nei
YTD,Scytalina cerdale,Graveldiver
ZAS,Zaprora silenus,Prowfish
RTL,Cryptacanthodes aleutensis,Dwarf wrymouth
RTI,Cryptacanthoides bergi,
PAS,Ammodytes personatus,Pacific sandlance
ABZ,Ammodytes tobianus,Small sandeel
SAN,Ammodytes spp,Sandeels(=Sandlances) nei
YTE,Ammodytoides renniei,Scaly sandlance
BKG,Bleekeria gilli,Gill's sand lance
GMP,Gymnammodytes capensis,Cape sandlance
YEI,Hyperoplus immaculatus,Greater sand-eel
MPY,Champsodon snyderi,
MDG,Chiasmodon bolangeri,
CVN,Chiasmodon niger,Black swallower
DYK,Dysalotus alcocki,
KAI,Kali indica,
UDI,Pseudoscopelus altipinnis,
NHT,Acanthaphritis barbata,
BMQ,Bembrops anatirostris,Duckbill flathead
CJH,Chrionema chlorotaenia,
HRO,Hemerocoetes artus,
OOE,Osopsaron natalensis,
TSV,Pteropsaron evolans,
FLA,Percophis brasiliensis,Brazilian flathead
IHV,Cheimarrichthys fosteri,Torrent fish
KOF,Kochichthys flavofasciata,
ROJ,Prolatilus jugularis,Pacific sandperch
UPN,Pseudopercis numida,Namorado sandperch
UPR,Pseudopercis semifasciata,Argentinian sandperch
NEB,Parapercis colias,New Zealand blue cod
RPI,Parapercis snyderi,U-mark sandperch
PJR,Pinguipes brasilianus,Brazilian sandperch
TFI,Trichonotus filamentosus,
TKK,Trichonotus nikii,
OCV,Apodocreedia vanderhorsti,Longfin burrower
CXN,Chalixodytes chameleontoculis,Sand dart
IMD,Limnichthys donaldsoni,
TWC,Tewara cranwellae,
WEG,Trachinus draco,Greater weever
TOZ,Trachinus vipera,Lesser weever
WEX,Trachinus spp,Weevers nei
TRA,Trachinidae,Weeverfishes nei
UAG,Astroscopus guttatus,Northern stargazer
UGM,Genyagnus monopterygius,Spotted stargazer
UIB,Ichthyscopus barbatus,Fringed stargazer
UKA,Kathetostoma albigutta,Lancer stargazer
UPD,Pleuroscopus pseudodorsalis,
USQ,Selenoscopus turbisquamatus,
UXA,Xenocephalus armatus,
UUJ,Uranoscopus japonicus,
UUC,Uranoscopus scaber,Stargazer
URA,Uranoscopus spp,Stargazers
STZ,Kathetostoma giganteum,Giant stargazer
RAK,Crapatalus angusticeps,Slender stargazer
LEY,Leptoscopus macropygus,Estuary stargazer
TDC,Trichodon trichodon,Pacific sandfish
JAS,Arctoscopus japonicus,Japanese sandfish
BNJ,Belobranchus belobranchus,Throat-spine gudgeon
BCZ,Bostrichthys zonatus,Barred gudgeon
UKP,Bunaka pinguis,
UTB,Butis butis,Duckbill sleeper
UMG,Calumia godeffroyi,Tailface sleeper
OTN,Bostrychus sinensis,
DOM,Dormitator latifrons,Pacific fat sleeper
DMM,Dormitator maculatus,Fat sleeper
EOF,Eleotris fusca,Dusky sleeper
EOP,Eleotris picta,Spotted sleeper
EOV,Eleotris vittata,
EOS,Erotelis smaragdus,Emerald sleeper
GHR,Grahamichthys radiata,Graham's gudgeon
GUV,Guavina guavina,
HYG,Hypseleotris agilis,
HYJ,Hypseleotris ejuncida,Slender gudgeon
INM,Incara multisquamatus,
KIH,Kimberleyeleotris hutchinsi,Mitchell gudgeon
KRK,Kribia kribensis,
MEV,Milyeringa veritas,Cave gudgeon
ODC,Odonteleotris macrodon,
OFP,Ophieleotris aporos,Snakehead gudgeon
OFM,Ophiocara macrolepidota,
FLR,Philypnodon grandiceps,
NBK,Prionobutis koilomatodon,Mud sleeper
RKL,Ratsirakia legendrei,
TAO,Tateurndina ocellicauda,Peacock gudgeon
TFA,Typhleotris madagascariensis,
GBV,Gobiomorphus breviceps,Upland bully
GBD,Gobiomorus dormitor,Bigmouth sleeper
GBM,Oxyeleotris marmorata,Marble goby
XYF,Oxyeleotris fimbriata,Fimbriate gudgeon
MGJ,Mogurnda aiwasoensis,
FGB,Eleotridae,"Gudgeons, sleepers nei"
TFT,Ctenogobius fasciatus,Blotchcheek goby
AIN,Acentrogobius caninus,Tropical sand goby
AKD,Acentrogobius dayi,Day's goby
NGV,Acentrogobius viridipunctatus,
GBN,Gobius niger,Black goby
GON,Gobius paganellus,Rock goby
GCR,Gobius cruentatus,Red-mouthed goby
GTR,Gobius strictus,
GBC,Gobius cobitis,Giant goby
GOB,Gobius spp,Atlantic gobies nei
FIM,Aphia minuta,Transparent goby
ACG,Acanthogobius ommaturus,
AWA,Awaous aeneofuscus,
BJO,Bathygobius soporator,Frillfin goby
BGU,Bathygobius fuscus,Dusky frillgoby
MBI,Amblychaeturichthys sciistius,
MBU,Amblyeleotris aurora,Pinkbar goby
MBL,Amblygobius albimaculatus,Butterfly goby
GBI,Glossogobius biocellatus,Sleepy goby
GOU,Glossogobius giuris,Tank goby
GSN,Gobioides ansorgii,
YAS,Amoya signatus,Tusk goby
EDO,Pseudapocryptes borneensis,
LHH,Scartelaos histophorus,Walking goby
URY,Parachaeturichthys polynema,Taileyed goby
OAB,Pomatoschistus bathi,
KNC,Knipowitschia caucasica,
OCB,Apocryptes bato,
MVP,Microgobius brevispinis,Balboa goby
EVR,Evorthodus lyricus,Lyre goby
GBP,Gobionellus atripinnis,Blackfin goby
HGS,Chaenogobius castaneus,Biringo
YTI,Cryptocentrus albidorsus,
YTF,Cryptocentrus filifer,
UMH,Aruma histrio,Slow goby
GCI,Gillichthys mirabilis,Longjaw mudsucker
EDE,Pseudaphya ferreri,
ONB,Odondebuenia balearica,Coralline goby
GLG,Lebetus guilleti,Guillet's goby
YTN,Crystallogobius linearis,Crystal goby
HZO,Hazeus otakii,
HSD,Chasmichthys dolichognathus,
OUF,Oxyurichthys formosanus,
CVO,Clevelandia ios,Arrow goby
GSC,Asra turcomanus,
ESG,Eutaeniichthys gilli,
AXS,Asterropteryx ensiferus,Miller's damsel
TBL,Astrabe lactisella,
ULC,Aulopareia cyanomos,
TKH,Trypauchen raha,
ARW,Austrolethops wardi,Small-eyed goby
EVX,Eviota abax,
BFN,Barbulifer antennatus,Barbulifer
EVM,Evermannichthys metzelaari,Sponge goby
BAK,Barbuligobius boehlkei,
NBB,Neogobius bathybius,
NBU,Neogobius melanostomus,Round goby
OFL,Coryphopterus alloides,Barfin goby
OCU,Apocryptodon madurensis,
RGB,Rhinogobius brunneus,Amur goby
RGF,Rhinogobius flumineus,
TKE,Pterogobius elapoides,
BFB,Benthophiloides brauneri,
GSI,Gobiosoma bosci,Naked goby
BFI,Boleophthalmus birdsongi,
IGO,Stigmatogobius borneensis,
LKB,Luciogobius albus,
LBX,Lubricogobius exiguus,
BLQ,Bollmannia boqueronensis,White-eye goby
LKM,Callogobius amikami,
BJN,Brachyamblyopus anotus,
YGA,Brachygobius aggregatus,
TDB,Tridentiger barbatus,
YAA,Bryaninops amplus,Large whip goby
BFR,Benthophilus baeri,
BIF,Buenia affinis,De Buen's goby
CBQ,Chromogobius quadrivittatus,Chestnut goby
ZEZ,Zebrus zebrus,
DDK,Didogobius kochi,
AJL,Cabillus lacertops,
GBO,Zosterisessor ophiocephalus,Grass goby
FGH,Caffrogobius agulhensis,Agulhas goby
MJL,Calamiana aliceae,
GBG,Caragobioides geomys,
SJP,Caspiosoma caspium,
HTX,Chaeturichthys hexanema,
HRV,Chiramenu fluviatilis,
HBV,Chlamydogobius gloveri,
HFP,Chonophorus macrorhynchus,
HFS,Chriolepis fisheri,
LGC,Clariger cosmurus,
OGL,Corcyrogobius liechtensteini,
OGI,Coryogalops adamsoni,Adamson's goby
OUU,Cotylopus acutipinnis,
RGN,Cristatogobius nonatoae,
RLM,Croilia mossambica,Burrowing goby
YPB,Cryptocentroides arabicus,Arabian goby
TGG,Ctenogobiops aurocingulus,Gold-streaked prawn-goby
TMU,Ctenotrypauchen microcephalus,Comb goby
DEQ,Deltentosteus quadrimaculatus,Four-spotted goby
DPR,Discordipinna griessingeri,Spikefin goby
DBG,Drombus globiceps,
EBG,Ebomegobius goodi,
